YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET
2021,4,28,1,8.47,7.48,7.98
2021,4,28,2,8.04,7.43,7.73
2021,4,28,3,7.58,7.38,7.48
2021,4,28,4,7.19,7.34,7.27
2021,4,28,5,7.66,7.44,7.55
2021,4,28,6,11.02,7.79,9.4
2021,4,28,7,14.92,7.36,11.14
2021,4,28,8,19.51,4.26,11.88
2021,4,28,9,21.62,3.33,12.48
2021,4,28,10,22.93,3.04,12.98
2021,4,28,11,23.63,3.02,13.33
2021,4,28,12,24.12,3.01,13.57
2021,4,28,13,24.14,2.8,13.48
2021,4,28,14,23.91,2.1,13.01
2021,4,28,15,23.28,0.94,12.11
2021,4,28,16,21.94,-0.69,10.62
2021,4,28,17,19.57,-2.31,8.62
2021,4,28,18,14.85,-1.86,6.49
2021,4,28,19,12.31,-1.99,5.16
2021,4,28,20,10.76,-1.91,4.43
2021,4,28,21,9.43,-1.42,4.01
2021,4,28,22,8.27,-0.8,3.74
2021,4,28,23,7.37,-0.28,3.55
2021,4,29,0,6.7,0.1,3.4
2021,4,29,1,6.27,0.5,3.39
2021,4,29,2,6.01,1.18,3.59
2021,4,29,3,5.77,2.38,4.08
2021,4,29,4,5.52,3.97,4.75
2021,4,29,5,6.62,5.44,6.03
2021,4,29,6,10.07,6.51,8.3
2021,4,29,7,14.39,4.79,9.59
2021,4,29,8,16.79,2.97,9.87
2021,4,29,9,18.67,1.76,10.22
2021,4,29,10,20.29,0.77,10.53
2021,4,29,11,21.62,0.02,10.82
2021,4,29,12,22.55,-0.54,11.0
2021,4,29,13,23.05,-1.17,10.94
2021,4,29,14,23.05,-1.72,10.67
2021,4,29,15,22.57,-2.2,10.19
2021,4,29,16,21.58,-2.79,9.4
2021,4,29,17,19.33,-0.08,9.62
2021,4,29,18,14.9,2.83,8.87
2021,4,29,19,13.34,2.17,7.76
2021,4,29,20,12.3,2.16,7.23
2021,4,29,21,11.23,2.45,6.84
2021,4,29,22,10.18,3.05,6.62
2021,4,29,23,9.24,3.69,6.47
2021,4,30,0,8.75,4.27,6.51
2021,4,30,1,8.58,4.59,6.58
2021,4,30,2,8.61,4.72,6.66
2021,4,30,3,8.79,4.74,6.76
2021,4,30,4,9.07,4.69,6.88
2021,4,30,5,9.37,4.9,7.14
2021,4,30,6,11.15,5.03,8.09
2021,4,30,7,15.62,4.09,9.85
2021,4,30,8,19.64,2.82,11.23
2021,4,30,9,21.39,2.58,11.98
2021,4,30,10,22.77,2.35,12.56
2021,4,30,11,23.87,2.05,12.96
2021,4,30,12,24.74,1.7,13.22
2021,4,30,13,25.19,1.26,13.23
2021,4,30,14,25.25,0.76,13.01
2021,4,30,15,24.82,0.3,12.56
2021,4,30,16,23.94,0.03,11.98
2021,4,30,17,22.21,2.99,12.6
2021,4,30,18,19.39,5.69,12.54
2021,4,30,19,17.69,4.58,11.14
2021,4,30,20,16.39,5.19,10.79
2021,4,30,21,15.14,5.69,10.41
2021,4,30,22,13.78,6.66,10.22
2021,4,30,23,12.59,7.39,9.99
2021,5,1,0,11.71,8.02,9.87
2021,5,1,1,11.01,8.32,9.66
2021,5,1,2,10.42,8.35,9.39
2021,5,1,3,10.43,8.26,9.34
2021,5,1,4,10.68,8.12,9.4
2021,5,1,5,11.17,8.26,9.72
2021,5,1,6,13.15,7.98,10.57
2021,5,1,7,17.87,5.3,11.58
2021,5,1,8,20.36,3.96,12.15
2021,5,1,9,22.16,3.52,12.84
2021,5,1,10,23.71,3.08,13.39
2021,5,1,11,24.87,2.3,13.58
2021,5,1,12,25.6,1.24,13.42
2021,5,1,13,25.31,0.46,12.88
2021,5,1,14,24.44,0.38,12.41
2021,5,1,15,23.31,0.86,12.08
2021,5,1,16,22.12,1.08,11.59
2021,5,1,17,20.5,1.07,10.78
2021,5,1,18,16.79,2.16,9.48
2021,5,1,19,14.51,2.34,8.43
2021,5,1,20,13.05,2.22,7.63
2021,5,1,21,11.73,1.92,6.83
2021,5,1,22,10.59,1.54,6.07
2021,5,1,23,10.21,1.01,5.61
2021,5,2,0,10.48,0.33,5.4
2021,5,2,1,10.4,-0.05,5.18
2021,5,2,2,10.22,-0.18,5.02
2021,5,2,3,9.55,0.05,4.8
2021,5,2,4,8.57,0.55,4.55
2021,5,2,5,8.58,1.72,5.15
2021,5,2,6,11.54,2.51,7.02
2021,5,2,7,15.61,1.81,8.71
2021,5,2,8,18.39,0.97,9.68
2021,5,2,9,20.3,-0.35,9.97
2021,5,2,10,21.77,-1.82,9.98
2021,5,2,11,22.86,-3.03,9.91
2021,5,2,12,23.57,-3.9,9.83
2021,5,2,13,23.87,-4.42,9.73
2021,5,2,14,23.62,-4.6,9.51
2021,5,2,15,22.86,-4.56,9.15
2021,5,2,16,21.4,-3.82,8.79
2021,5,2,17,19.15,-0.18,9.48
2021,5,2,18,15.87,3.9,9.88
2021,5,2,19,13.73,4.46,9.1
2021,5,2,20,11.83,5.17,8.5
2021,5,2,21,10.51,5.46,7.99
2021,5,2,22,9.55,5.71,7.63
2021,5,2,23,8.38,5.76,7.08
2021,5,3,0,7.77,5.65,6.71
2021,5,3,1,7.49,5.55,6.52
2021,5,3,2,6.9,5.48,6.19
2021,5,3,3,6.18,5.37,5.78
2021,5,3,4,5.9,5.27,5.58
2021,5,3,5,6.77,5.34,6.05
2021,5,3,6,8.32,5.58,6.94
2021,5,3,7,10.19,5.92,8.05
2021,5,3,8,12.13,6.3,9.22
2021,5,3,9,13.58,6.23,9.9
2021,5,3,10,14.07,5.89,9.98
2021,5,3,11,14.1,5.54,9.82
2021,5,3,12,14.08,5.08,9.58
2021,5,3,13,14.12,4.4,9.26
2021,5,3,14,14.34,3.46,8.9
2021,5,3,15,14.65,2.48,8.56
2021,5,3,16,14.68,2.01,8.34
2021,5,3,17,14.06,3.22,8.64
2021,5,3,18,12.47,3.88,8.18
2021,5,3,19,11.42,3.27,7.34
2021,5,3,20,10.62,2.83,6.73
2021,5,3,21,10.08,2.64,6.36
2021,5,3,22,9.93,2.58,6.25
2021,5,3,23,9.48,2.51,5.99
2021,5,4,0,8.55,2.4,5.48
2021,5,4,1,7.78,2.26,5.02
2021,5,4,2,7.26,2.1,4.68
2021,5,4,3,6.93,1.95,4.44
2021,5,4,4,6.41,1.81,4.11
2021,5,4,5,6.78,2.08,4.43
2021,5,4,6,9.87,2.32,6.09
2021,5,4,7,13.83,2.69,8.26
2021,5,4,8,16.22,3.02,9.62
2021,5,4,9,17.82,2.83,10.33
2021,5,4,10,19.15,2.48,10.81
2021,5,4,11,20.33,2.05,11.19
2021,5,4,12,21.19,1.54,11.37
2021,5,4,13,21.73,0.94,11.33
2021,5,4,14,21.86,0.34,11.1
2021,5,4,15,21.51,-0.1,10.71
2021,5,4,16,20.69,-0.56,10.06
2021,5,4,17,18.9,0.37,9.63
2021,5,4,18,14.69,3.32,9.01
2021,5,4,19,13.81,2.03,7.92
2021,5,4,20,13.72,1.3,7.51
2021,5,4,21,13.73,0.94,7.33
2021,5,4,22,13.66,0.62,7.14
2021,5,4,23,12.82,0.51,6.66
2021,5,5,0,11.41,1.14,6.27
2021,5,5,1,10.01,1.28,5.65
2021,5,5,2,9.04,1.28,5.15
2021,5,5,3,8.37,1.26,4.82
2021,5,5,4,7.77,1.2,4.49
2021,5,5,5,8.55,1.78,5.16
2021,5,5,6,12.63,1.37,7.01
2021,5,5,7,16.77,0.45,8.62
2021,5,5,8,19.87,-0.32,9.77
2021,5,5,9,21.52,-0.17,10.68
2021,5,5,10,22.93,0.23,11.58
2021,5,5,11,22.98,1.73,12.36
2021,5,5,12,19.66,4.45,12.05
2021,5,5,13,17.55,5.79,11.67
2021,5,5,14,19.13,5.48,12.3
2021,5,5,15,20.38,4.6,12.49
2021,5,5,16,20.56,3.91,12.23
2021,5,5,17,19.46,3.99,11.73
2021,5,5,18,16.08,5.0,10.54
2021,5,5,19,14.96,4.4,9.69
2021,5,5,20,14.05,3.7,8.87
2021,5,5,21,12.92,3.05,7.98
2021,5,5,22,12.16,2.52,7.34
2021,5,5,23,11.38,2.15,6.77
2021,5,6,0,10.59,1.99,6.29
2021,5,6,1,9.85,1.91,5.88
2021,5,6,2,9.26,1.81,5.54
2021,5,6,3,8.69,1.64,5.17
2021,5,6,4,8.22,1.52,4.87
2021,5,6,5,9.3,2.05,5.67
2021,5,6,6,13.77,1.94,7.85
2021,5,6,7,17.95,0.51,9.23
2021,5,6,8,20.9,-0.31,10.3
2021,5,6,9,22.47,0.1,11.29
2021,5,6,10,23.69,0.29,11.99
2021,5,6,11,24.58,0.25,12.41
2021,5,6,12,24.98,0.12,12.55
2021,5,6,13,25.23,0.08,12.65
2021,5,6,14,25.04,0.23,12.63
2021,5,6,15,24.42,0.51,12.47
2021,5,6,16,23.11,0.83,11.97
2021,5,6,17,21.33,1.0,11.16
2021,5,6,18,18.22,1.83,10.02
2021,5,6,19,16.04,1.96,9.0
2021,5,6,20,14.53,1.63,8.08
2021,5,6,21,13.37,1.4,7.39
2021,5,6,22,12.51,1.31,6.91
2021,5,6,23,11.82,1.37,6.6
2021,5,7,0,11.66,1.71,6.69
2021,5,7,1,11.83,2.23,7.03
2021,5,7,2,12.08,2.32,7.2
2021,5,7,3,12.19,1.83,7.01
2021,5,7,4,11.92,1.11,6.51
2021,5,7,5,12.19,1.56,6.87
2021,5,7,6,14.9,0.47,7.68
2021,5,7,7,18.69,-1.26,8.72
2021,5,7,8,21.41,-2.05,9.69
2021,5,7,9,22.8,-2.06,10.37
2021,5,7,10,23.07,-1.56,10.76
2021,5,7,11,22.46,-0.23,11.12
2021,5,7,12,21.05,2.15,11.6
2021,5,7,13,19.16,4.55,11.86
2021,5,7,14,17.51,6.25,11.88
2021,5,7,15,16.12,7.38,11.76
2021,5,7,16,15.3,7.94,11.62
2021,5,7,17,15.0,7.91,11.45
2021,5,7,18,13.78,8.12,10.94
2021,5,7,19,12.88,8.32,10.6
2021,5,7,20,12.74,8.13,10.44
2021,5,7,21,12.88,7.73,10.3
2021,5,7,22,13.08,7.17,10.12
2021,5,7,23,13.05,6.53,9.79
2021,5,8,0,12.77,6.06,9.42
2021,5,8,1,12.15,5.9,9.02
2021,5,8,2,11.28,6.04,8.66
2021,5,8,3,10.14,6.5,8.32
2021,5,8,4,8.87,7.19,8.03
2021,5,8,5,9.47,7.94,8.7
2021,5,8,6,12.03,8.05,10.05
2021,5,8,7,15.29,6.94,11.12
2021,5,8,8,18.05,5.33,11.69
2021,5,8,9,20.02,4.02,12.02
2021,5,8,10,21.32,3.12,12.22
2021,5,8,11,22.26,2.43,12.35
2021,5,8,12,23.02,1.77,12.4
2021,5,8,13,23.29,1.37,12.33
2021,5,8,14,22.83,1.45,12.15
2021,5,8,15,22.09,1.89,11.99
2021,5,8,16,21.08,2.37,11.73
2021,5,8,17,19.56,3.28,11.42
2021,5,8,18,16.47,5.46,10.97
2021,5,8,19,14.3,5.94,10.12
2021,5,8,20,12.8,6.16,9.48
2021,5,8,21,11.49,6.37,8.93
2021,5,8,22,10.38,6.47,8.42
2021,5,8,23,9.48,6.48,7.98
2021,5,9,0,8.8,6.46,7.63
2021,5,9,1,8.36,6.48,7.42
2021,5,9,2,8.1,6.56,7.33
2021,5,9,3,8.0,6.7,7.35
2021,5,9,4,7.88,6.86,7.37
2021,5,9,5,8.94,7.27,8.11
2021,5,9,6,12.44,7.63,10.04
2021,5,9,7,16.52,6.2,11.36
2021,5,9,8,19.29,4.15,11.72
2021,5,9,9,21.3,2.91,12.11
2021,5,9,10,23.01,2.11,12.55
2021,5,9,11,24.37,1.54,12.95
2021,5,9,12,25.33,1.04,13.19
2021,5,9,13,25.87,0.5,13.19
2021,5,9,14,25.96,0.09,13.02
2021,5,9,15,25.58,-0.22,12.69
2021,5,9,16,24.72,-0.49,12.12
2021,5,9,17,22.85,1.88,12.37
2021,5,9,18,18.96,5.54,12.25
2021,5,9,19,17.29,4.55,10.92
2021,5,9,20,16.39,4.01,10.19
2021,5,9,21,15.53,3.3,9.41
2021,5,9,22,13.8,2.67,8.24
2021,5,9,23,12.35,2.05,7.2
2021,5,10,0,11.44,1.62,6.53
2021,5,10,1,10.75,1.49,6.12
2021,5,10,2,10.08,1.46,5.77
2021,5,10,3,9.61,1.35,5.48
2021,5,10,4,9.65,1.3,5.48
2021,5,10,5,11.12,2.26,6.69
2021,5,10,6,14.93,1.31,8.12
2021,5,10,7,18.61,1.14,9.87
2021,5,10,8,21.59,1.55,11.58
2021,5,10,9,23.26,1.87,12.56
2021,5,10,10,24.53,2.02,13.28
2021,5,10,11,24.96,2.2,13.58
2021,5,10,12,25.29,2.64,13.97
2021,5,10,13,25.25,3.02,14.13
2021,5,10,14,24.8,3.14,13.98
2021,5,10,15,24.08,2.87,13.47
2021,5,10,16,23.39,2.27,12.83
2021,5,10,17,21.9,2.86,12.38
2021,5,10,18,18.69,4.99,11.84
2021,5,10,19,16.84,4.87,10.85
2021,5,10,20,15.51,5.01,10.26
2021,5,10,21,14.3,4.94,9.62
2021,5,10,22,13.45,4.74,9.1
2021,5,10,23,12.87,4.44,8.66
2021,5,11,0,12.95,4.3,8.63
2021,5,11,1,12.55,4.11,8.33
2021,5,11,2,11.98,3.99,7.98
2021,5,11,3,11.27,3.95,7.62
2021,5,11,4,10.28,4.26,7.27
2021,5,11,5,10.87,5.17,8.02
2021,5,11,6,14.04,6.07,10.05
2021,5,11,7,17.26,5.95,11.6
2021,5,11,8,20.17,4.8,12.48
2021,5,11,9,22.05,3.9,12.97
2021,5,11,10,22.93,3.69,13.3
2021,5,11,11,23.01,3.97,13.49
2021,5,11,12,23.35,4.28,13.82
2021,5,11,13,23.43,4.37,13.9
2021,5,11,14,22.82,4.59,13.71
2021,5,11,15,22.19,4.91,13.55
2021,5,11,16,21.69,5.03,13.36
2021,5,11,17,20.66,5.91,13.29
2021,5,11,18,17.81,7.43,12.62
2021,5,11,19,16.55,7.63,12.09
2021,5,11,20,15.67,7.76,11.72
2021,5,11,21,14.51,7.88,11.19
2021,5,11,22,13.23,8.25,10.74
2021,5,11,23,12.4,8.43,10.41
2021,5,12,0,11.38,8.69,10.03
2021,5,12,1,10.56,8.94,9.76
2021,5,12,2,9.76,9.12,9.44
2021,5,12,3,9.31,9.23,9.26
2021,5,12,4,9.05,9.23,9.14
2021,5,12,5,10.4,9.23,9.82
2021,5,12,6,12.31,9.12,10.71
2021,5,12,7,15.19,8.37,11.78
2021,5,12,8,18.51,7.09,12.8
2021,5,12,9,20.73,6.08,13.4
2021,5,12,10,22.33,5.24,13.78
2021,5,12,11,23.72,4.36,14.04
2021,5,12,12,24.7,3.6,14.15
2021,5,12,13,24.72,3.5,14.11
2021,5,12,14,23.8,4.04,13.92
2021,5,12,15,22.69,4.58,13.63
2021,5,12,16,21.56,4.78,13.17
2021,5,12,17,20.71,5.19,12.95
2021,5,12,18,19.12,6.8,12.96
2021,5,12,19,17.78,5.73,11.76
2021,5,12,20,16.49,6.07,11.28
2021,5,12,21,14.96,6.9,10.93
2021,5,12,22,13.82,7.97,10.9
2021,5,12,23,12.43,8.88,10.65
2021,5,13,0,11.06,9.33,10.2
2021,5,13,1,10.27,9.53,9.9
2021,5,13,2,9.92,9.65,9.79
2021,5,13,3,9.7,9.67,9.69
2021,5,13,4,9.62,9.65,9.63
2021,5,13,5,10.93,9.64,10.28
2021,5,13,6,13.44,9.57,11.5
2021,5,13,7,16.83,8.49,12.66
2021,5,13,8,19.98,6.68,13.33
2021,5,13,9,22.08,5.32,13.69
2021,5,13,10,23.15,4.24,13.69
2021,5,13,11,23.99,3.35,13.67
2021,5,13,12,24.5,3.14,13.82
2021,5,13,13,24.67,3.41,14.05
2021,5,13,14,24.19,3.97,14.08
2021,5,13,15,23.26,4.54,13.9
2021,5,13,16,22.17,4.94,13.55
2021,5,13,17,21.05,5.48,13.26
2021,5,13,18,18.29,7.33,12.8
2021,5,13,19,16.62,7.36,11.99
2021,5,13,20,15.56,7.95,11.76
2021,5,13,21,14.5,8.7,11.6
2021,5,13,22,13.57,9.33,11.45
2021,5,13,23,12.44,9.66,11.05
2021,5,14,0,11.83,9.7,10.77
2021,5,14,1,11.29,9.62,10.45
2021,5,14,2,10.68,9.5,10.08
2021,5,14,3,10.11,9.37,9.73
2021,5,14,4,9.63,9.18,9.4
2021,5,14,5,10.92,9.21,10.06
2021,5,14,6,13.98,8.65,11.32
2021,5,14,7,17.1,7.37,12.23
2021,5,14,8,19.37,6.54,12.95
2021,5,14,9,21.08,5.88,13.48
2021,5,14,10,22.33,5.21,13.77
2021,5,14,11,23.11,4.69,13.9
2021,5,14,12,23.49,4.25,13.87
2021,5,14,13,23.49,3.79,13.64
2021,5,14,14,23.11,3.51,13.3
2021,5,14,15,22.33,3.53,12.94
2021,5,14,16,21.12,3.89,12.5
2021,5,14,17,19.46,4.65,12.06
2021,5,14,18,16.98,6.03,11.51
2021,5,14,19,15.09,7.15,11.12
2021,5,14,20,13.96,7.75,10.86
2021,5,14,21,12.97,8.15,10.55
2021,5,14,22,12.06,8.42,10.24
2021,5,14,23,11.34,8.65,9.99
2021,5,15,0,11.02,8.87,9.94
2021,5,15,1,10.62,8.99,9.81
2021,5,15,2,9.9,8.91,9.41
2021,5,15,3,9.4,8.75,9.08
2021,5,15,4,8.94,8.55,8.74
2021,5,15,5,10.34,8.8,9.57
2021,5,15,6,12.7,9.19,10.94
2021,5,15,7,15.96,8.13,12.05
2021,5,15,8,17.88,7.07,12.48
2021,5,15,9,18.88,6.61,12.75
2021,5,15,10,19.69,5.94,12.82
2021,5,15,11,20.54,5.02,12.78
2021,5,15,12,21.33,3.81,12.57
2021,5,15,13,22.02,2.6,12.31
2021,5,15,14,22.45,1.6,12.02
2021,5,15,15,22.37,0.78,11.57
2021,5,15,16,21.58,0.31,10.94
2021,5,15,17,19.94,1.34,10.64
2021,5,15,18,16.08,4.12,10.1
2021,5,15,19,14.07,3.67,8.87
2021,5,15,20,13.05,3.25,8.15
2021,5,15,21,12.09,3.26,7.67
2021,5,15,22,11.26,3.55,7.4
2021,5,15,23,10.46,3.82,7.14
2021,5,16,0,9.69,3.87,6.78
2021,5,16,1,8.95,3.98,6.47
2021,5,16,2,8.31,4.4,6.36
2021,5,16,3,7.77,4.98,6.37
2021,5,16,4,7.32,5.28,6.3
2021,5,16,5,9.37,5.62,7.5
2021,5,16,6,12.92,5.62,9.27
2021,5,16,7,17.77,0.52,9.15
2021,5,16,8,20.69,-1.34,9.67
2021,5,16,9,22.55,-0.83,10.86
2021,5,16,10,24.0,-0.31,11.84
2021,5,16,11,25.1,-0.03,12.54
2021,5,16,12,25.88,0.03,12.95
2021,5,16,13,26.34,-0.0,13.17
2021,5,16,14,26.36,-0.1,13.13
2021,5,16,15,25.9,-0.1,12.9
2021,5,16,16,25.01,-0.01,12.5
2021,5,16,17,23.07,2.15,12.62
2021,5,16,18,19.1,5.69,12.39
2021,5,16,19,17.51,4.6,11.05
2021,5,16,20,16.62,4.01,10.31
2021,5,16,21,15.2,3.85,9.52
2021,5,16,22,14.18,4.12,9.15
2021,5,16,23,13.35,4.78,9.07
2021,5,17,0,12.69,5.73,9.21
2021,5,17,1,12.12,6.55,9.33
2021,5,17,2,11.58,7.23,9.4
2021,5,17,3,11.36,7.71,9.54
2021,5,17,4,11.48,7.94,9.72
2021,5,17,5,12.77,8.33,10.55
2021,5,17,6,15.19,8.26,11.73
2021,5,17,7,20.7,4.59,12.65
2021,5,17,8,23.87,2.16,13.01
2021,5,17,9,25.65,1.12,13.39
2021,5,17,10,26.95,0.36,13.65
2021,5,17,11,27.98,-0.2,13.89
2021,5,17,12,28.7,-0.77,13.97
2021,5,17,13,29.08,-1.45,13.81
2021,5,17,14,28.93,-2.17,13.37
2021,5,17,15,28.31,-2.95,12.68
2021,5,17,16,27.26,-3.72,11.76
2021,5,17,17,25.19,-2.19,11.5
2021,5,17,18,20.15,2.05,11.11
2021,5,17,19,17.73,1.31,9.52
2021,5,17,20,16.78,0.55,8.67
2021,5,17,21,15.76,0.19,7.98
2021,5,17,22,14.48,0.23,7.36
2021,5,17,23,13.71,0.53,7.12
2021,5,18,0,12.94,0.6,6.77
2021,5,18,1,12.16,0.2,6.18
2021,5,18,2,11.66,-0.07,5.8
2021,5,18,3,11.37,-0.18,5.59
2021,5,18,4,11.18,-0.2,5.48
2021,5,18,5,12.69,1.48,7.08
2021,5,18,6,17.03,-0.5,8.26
2021,5,18,7,20.79,-0.59,10.1
2021,5,18,8,24.26,-1.1,11.58
2021,5,18,9,26.02,-1.56,12.23
2021,5,18,10,27.4,-1.7,12.84
2021,5,18,11,28.4,-1.83,13.29
2021,5,18,12,29.03,-2.16,13.44
2021,5,18,13,29.23,-2.69,13.27
2021,5,18,14,28.97,-3.35,12.81
2021,5,18,15,28.33,-3.95,12.19
2021,5,18,16,27.09,-4.27,11.41
2021,5,18,17,25.05,-3.99,10.53
2021,5,18,18,20.69,-2.02,9.34
2021,5,18,19,17.46,-0.45,8.51
2021,5,18,20,16.08,-0.03,8.02
2021,5,18,21,14.94,0.08,7.51
2021,5,18,22,13.9,0.12,7.01
2021,5,18,23,13.07,0.12,6.59
2021,5,19,0,12.48,-0.05,6.21
2021,5,19,1,12.08,-0.29,5.9
2021,5,19,2,11.78,-0.55,5.62
2021,5,19,3,11.57,-0.82,5.37
2021,5,19,4,11.47,-1.13,5.16
2021,5,19,5,12.77,0.54,6.65
2021,5,19,6,17.22,-1.06,8.08
2021,5,19,7,21.01,-1.96,9.53
2021,5,19,8,24.3,-3.27,10.51
2021,5,19,9,26.23,-3.88,11.18
2021,5,19,10,27.88,-4.49,11.69
2021,5,19,11,29.18,-4.92,12.13
2021,5,19,12,30.08,-5.24,12.42
2021,5,19,13,30.52,-5.52,12.5
2021,5,19,14,30.47,-5.8,12.33
2021,5,19,15,29.96,-6.19,11.89
2021,5,19,16,28.92,-6.37,11.27
2021,5,19,17,26.63,-3.77,11.43
2021,5,19,18,20.91,1.52,11.22
2021,5,19,19,18.16,0.79,9.48
2021,5,19,20,16.73,0.25,8.49
2021,5,19,21,15.33,-0.24,7.55
2021,5,19,22,14.0,-0.64,6.68
2021,5,19,23,12.85,-0.92,5.97
2021,5,20,0,11.92,-1.08,5.42
2021,5,20,1,11.19,-1.22,4.98
2021,5,20,2,10.54,-1.33,4.6
2021,5,20,3,9.98,-1.4,4.29
2021,5,20,4,9.52,-1.45,4.04
2021,5,20,5,11.53,-0.07,5.73
2021,5,20,6,15.64,-1.64,7.0
2021,5,20,7,20.2,-1.57,9.31
2021,5,20,8,24.93,-2.62,11.15
2021,5,20,9,27.05,-3.41,11.82
2021,5,20,10,28.65,-4.08,12.29
2021,5,20,11,29.85,-4.62,12.62
2021,5,20,12,30.69,-5.17,12.76
2021,5,20,13,31.08,-5.82,12.63
2021,5,20,14,30.98,-6.52,12.23
2021,5,20,15,30.41,-7.34,11.54
2021,5,20,16,29.36,-7.88,10.73
2021,5,20,17,27.23,-3.36,11.94
2021,5,20,18,22.42,2.44,12.44
2021,5,20,19,19.7,0.69,10.19
2021,5,20,20,18.01,1.24,9.62
2021,5,20,21,16.23,2.62,9.42
2021,5,20,22,14.95,3.24,9.09
2021,5,20,23,14.12,2.89,8.51
2021,5,21,0,13.61,2.17,7.89
2021,5,21,1,13.44,1.52,7.48
2021,5,21,2,13.35,1.04,7.19
2021,5,21,3,12.68,0.79,6.73
2021,5,21,4,11.88,0.69,6.29
2021,5,21,5,13.8,1.67,7.74
2021,5,21,6,18.19,0.84,9.51
2021,5,21,7,22.4,0.08,11.25
2021,5,21,8,26.02,-0.93,12.55
2021,5,21,9,28.36,-1.49,13.43
2021,5,21,10,30.01,-1.9,14.05
2021,5,21,11,31.2,-2.35,14.42
2021,5,21,12,31.98,-2.73,14.62
2021,5,21,13,32.24,-3.04,14.6
2021,5,21,14,31.93,-3.41,14.26
2021,5,21,15,30.69,-3.38,13.66
2021,5,21,16,28.79,-2.88,12.95
2021,5,21,17,26.23,-1.2,12.52
2021,5,21,18,23.18,1.15,12.16
2021,5,21,19,21.59,1.91,11.75
2021,5,21,20,20.86,1.73,11.29
2021,5,21,21,20.46,1.05,10.76
2021,5,21,22,20.11,0.33,10.22
2021,5,21,23,19.83,-0.12,9.85
2021,5,22,0,19.52,-0.29,9.62
2021,5,22,1,18.77,-0.1,9.33
2021,5,22,2,17.53,0.14,8.83
2021,5,22,3,16.09,0.26,8.18
2021,5,22,4,15.12,0.31,7.72
2021,5,22,5,16.67,0.3,8.48
2021,5,22,6,20.0,-0.76,9.62
2021,5,22,7,24.38,-2.05,11.16
2021,5,22,8,28.01,-4.07,11.97
2021,5,22,9,29.83,-4.49,12.67
2021,5,22,10,31.02,-4.01,13.51
2021,5,22,11,31.81,-3.21,14.3
2021,5,22,12,32.19,-2.48,14.85
2021,5,22,13,30.98,-1.14,14.92
2021,5,22,14,26.72,1.37,14.05
2021,5,22,15,22.77,3.11,12.94
2021,5,22,16,21.24,3.22,12.23
2021,5,22,17,21.53,2.79,12.15
2021,5,22,18,19.53,4.58,12.06
2021,5,22,19,17.76,4.55,11.15
2021,5,22,20,16.99,4.33,10.66
2021,5,22,21,16.48,4.3,10.39
2021,5,22,22,16.22,4.41,10.31
2021,5,22,23,16.08,4.54,10.31
2021,5,23,0,16.33,4.48,10.4
2021,5,23,1,16.23,3.99,10.11
2021,5,23,2,15.86,3.62,9.74
2021,5,23,3,14.9,3.22,9.06
2021,5,23,4,14.11,2.95,8.53
2021,5,23,5,15.83,3.16,9.5
2021,5,23,6,19.31,3.36,11.33
2021,5,23,7,21.93,3.05,12.48
2021,5,23,8,24.57,2.11,13.34
2021,5,23,9,26.68,1.44,14.05
2021,5,23,10,28.19,1.23,14.72
2021,5,23,11,29.08,1.26,15.17
2021,5,23,12,29.47,1.24,15.35
2021,5,23,13,29.5,0.72,15.11
2021,5,23,14,29.17,0.23,14.69
2021,5,23,15,28.44,-0.09,14.17
2021,5,23,16,27.22,-0.21,13.5
2021,5,23,17,25.44,0.62,13.03
2021,5,23,18,22.23,4.12,13.17
2021,5,23,19,20.09,4.76,12.43
2021,5,23,20,18.97,5.21,12.08
2021,5,23,21,17.9,5.56,11.73
2021,5,23,22,16.89,5.71,11.3
2021,5,23,23,16.12,5.4,10.76
2021,5,24,0,15.61,4.88,10.25
2021,5,24,1,14.91,4.12,9.51
2021,5,24,2,14.09,3.3,8.69
2021,5,24,3,13.34,2.83,8.08
2021,5,24,4,12.62,2.58,7.6
2021,5,24,5,13.89,3.85,8.87
2021,5,24,6,16.8,3.01,9.91
2021,5,24,7,21.49,0.73,11.11
2021,5,24,8,24.49,-1.26,11.62
2021,5,24,9,26.36,-3.01,11.67
2021,5,24,10,27.88,-5.45,11.22
2021,5,24,11,28.94,-7.49,10.73
2021,5,24,12,29.49,-8.49,10.5
2021,5,24,13,29.33,-7.98,10.68
2021,5,24,14,28.2,-6.36,10.92
2021,5,24,15,26.99,-4.43,11.28
2021,5,24,16,25.96,-2.75,11.6
2021,5,24,17,24.69,-0.85,11.92
2021,5,24,18,21.33,3.75,12.55
2021,5,24,19,20.14,4.05,12.09
2021,5,24,20,20.14,3.1,11.62
2021,5,24,21,19.34,2.33,10.84
2021,5,24,22,17.63,2.58,10.11
2021,5,24,23,15.92,2.8,9.36
2021,5,25,0,14.78,2.78,8.78
2021,5,25,1,14.62,3.17,8.89
2021,5,25,2,14.94,3.39,9.17
2021,5,25,3,14.67,3.17,8.92
2021,5,25,4,14.15,2.99,8.57
2021,5,25,5,15.77,3.69,9.73
2021,5,25,6,19.7,2.98,11.34
2021,5,25,7,23.0,1.09,12.05
2021,5,25,8,24.83,0.45,12.65
2021,5,25,9,25.7,1.0,13.35
2021,5,25,10,25.58,2.32,13.95
